65945.0,0.15,-0.11,-0.99,0.042046,0.379573,-0.920841,0.078788
65954.0,0.14,-0.11,-0.98,0.042007,0.379591,-0.920841,0.078727
65965.0,0.15,-0.11,-0.99,0.04199,0.379632,-0.920832,0.078643
65975.0,0.15,-0.1,-1.0,0.041987,0.379692,-0.920814,0.078567
65984.0,0.14,-0.11,-0.99,0.042004,0.379772,-0.920787,0.078485
65995.0,0.14,-0.1,-0.98,0.042022,0.379892,-0.920744,0.078398
66004.0,0.14,-0.1,-1.0,0.042022,0.380026,-0.920696,0.078321
66014.0,0.14,-0.09,-0.98,0.042024,0.380158,-0.920646,0.078261
66025.0,0.13,-0.15,-1.01,0.042046,0.380189,-0.920629,0.078293
66034.0,0.14,-0.09,-1.02,0.041846,0.380266,-0.920575,0.078669
66044.0,0.14,-0.12,-0.99,0.04175,0.380382,-0.920505,0.078967
66055.0,0.12,-0.09,-1.0,0.041837,0.380502,-0.920442,0.079086
66064.0,0.15,-0.09,-0.99,0.041972,0.38061,-0.920386,0.079145
66074.0,0.15,-0.1,-0.98,0.042119,0.380675,-0.920347,0.079214
66085.0,0.15,-0.08,-0.98,0.042245,0.380697,-0.920327,0.079263
66095.0,0.16,-0.1,-0.97,0.042308,0.380713,-0.920317,0.079272
66104.0,0.15,-0.1,-0.98,0.042335,0.380724,-0.920307,0.079327
66114.0,0.15,-0.09,-0.97,0.04235,0.380729,-0.920297,0.079402
66125.0,0.15,-0.09,-0.97,0.042337,0.380693,-0.920304,0.079506
66135.0,0.16,-0.09,-0.98,0.042289,0.380616,-0.920326,0.079641
66144.0,0.16,-0.1,-0.98,0.042215,0.38051,-0.920358,0.079817
66155.0,0.16,-0.11,-0.98,0.042135,0.380408,-0.920389,0.079994
66165.0,0.15,-0.13,-1.0,0.042102,0.380328,-0.920412,0.080123
66174.0,0.15,-0.12,-1.0,0.042122,0.380272,-0.920426,0.080215
66185.0,0.15,-0.14,-0.98,0.042195,0.380252,-0.920424,0.080299
66195.0,0.15,-0.12,-0.99,0.042272,0.380252,-0.920415,0.080363
66204.0,0.15,-0.12,-0.98,0.042356,0.380245,-0.920414,0.080354
66214.0,0.14,-0.11,-0.98,0.042387,0.380244,-0.920421,0.080275
66225.0,0.14,-0.1,-0.98,0.042373,0.380262,-0.920426,0.080131
66234.0,0.12,-0.1,-0.99,0.042332,0.380308,-0.92042,0.080007
66244.0,0.13,-0.1,-1.0,0.042301,0.380379,-0.920396,0.079964
66255.0,0.14,-0.11,-0.99,0.042321,0.380462,-0.920363,0.079937
66265.0,0.13,-0.1,-0.98,0.042322,0.380524,-0.920338,0.079928
66274.0,0.14,-0.1,-1.0,0.042258,0.380564,-0.920326,0.079914
66284.0,0.14,-0.1,-0.99,0.042146,0.3806,-0.920313,0.079941
66295.0,0.14,-0.11,-1.0,0.042088,0.380633,-0.920299,0.079979
66304.0,0.14,-0.1,-0.99,0.042141,0.380657,-0.920287,0.079973
66314.0,0.15,-0.1,-1.0,0.042225,0.3807,-0.920265,0.079977
66325.0,0.15,-0.1,-1.0,0.0423,0.380744,-0.920241,0.080006
66334.0,0.15,-0.09,-0.98,0.042338,0.380747,-0.920238,0.080013
66344.0,0.16,-0.1,-0.99,0.042364,0.380721,-0.920251,0.079971
66355.0,0.16,-0.11,-0.99,0.042367,0.380684,-0.920269,0.079931
66364.0,0.16,-0.11,-0.98,0.042334,0.380639,-0.920291,0.079909
66374.0,0.15,-0.11,-0.98,0.042303,0.380592,-0.92032,0.07982
66385.0,0.16,-0.12,-0.99,0.042255,0.380559,-0.920348,0.079677
66394.0,0.15,-0.11,-1.01,0.042239,0.380552,-0.920365,0.079526
66404.0,0.14,-0.1,-0.99,0.042282,0.380583,-0.920366,0.07935
66415.0,0.14,-0.12,-0.99,0.042352,0.380617,-0.920366,0.079149
66424.0,0.14,-0.09,-0.98,0.042433,0.380659,-0.920362,0.078947
66435.0,0.14,-0.08,-0.98,0.04251,0.380723,-0.920351,0.078721
66445.0,0.14,-0.12,-1.0,0.042545,0.380762,-0.920345,0.078584
66454.0,0.14,-0.11,-1.0,0.042473,0.380832,-0.920308,0.078714
66465.0,0.14,-0.13,-1.01,0.042379,0.380914,-0.920266,0.078857
66475.0,0.14,-0.11,-1.0,0.042344,0.380976,-0.920238,0.078906
66484.0,0.15,-0.1,-1.0,0.042355,0.381022,-0.920223,0.078851
66495.0,0.13,-0.08,-1.0,0.042367,0.381063,-0.920209,0.078817
66505.0,0.13,-0.1,-1.01,0.042377,0.381094,-0.92019,0.078881
66514.0,0.15,-0.11,-1.0,0.042462,0.38113,-0.920162,0.078989
66525.0,0.14,-0.1,-1.0,0.04267,0.381165,-0.920136,0.079005
66535.0,0.15,-0.09,-0.99,0.042928,0.3812,-0.920116,0.078931
66544.0,0.16,-0.09,-0.99,0.043139,0.381207,-0.920107,0.078893
66555.0,0.14,-0.08,-0.93,0.043279,0.381183,-0.920108,0.078917
66565.0,0.16,-0.13,-0.98,0.043345,0.381116,-0.920137,0.078873
66574.0,0.16,-0.1,-0.97,0.043434,0.381074,-0.920159,0.07876
66585.0,0.17,-0.1,-0.98,0.043544,0.38105,-0.920177,0.07861
66595.0,0.16,-0.11,-0.96,0.043586,0.38102,-0.920197,0.078492
66604.0,0.15,-0.12,-0.98,0.043491,0.380955,-0.920236,0.078403
66615.0,0.15,-0.13,-1.0,0.043324,0.380907,-0.920275,0.07828
66625.0,0.14,-0.11,-1.01,0.043149,0.380917,-0.920291,0.078136
66634.0,0.13,-0.12,-1.01,0.042968,0.380937,-0.920303,0.077997
66645.0,0.14,-0.12,-1.03,0.042807,0.380974,-0.9203,0.077932
66655.0,0.13,-0.18,-1.0,0.042745,0.381062,-0.920265,0.077952
66665.0,0.13,-0.17,-1.01,0.042831,0.381245,-0.920188,0.077919
66674.0,0.14,-0.15,-1.0,0.04306,0.381493,-0.920091,0.077724
66685.0,0.15,-0.05,-0.9,0.043309,0.381826,-0.919963,0.077466
66694.0,0.14,-0.15,-1.01,0.043578,0.382219,-0.919808,0.077217
66704.0,0.15,-0.12,-1.01,0.043696,0.382768,-0.919571,0.077254
66715.0,0.15,-0.12,-1.01,0.043815,0.38328,-0.919333,0.07748
66724.0,0.16,-0.12,-1.01,0.043926,0.383779,-0.919091,0.077824
66735.0,0.17,-0.14,-1.03,0.044034,0.384306,-0.918839,0.078138
66745.0,0.16,-0.15,-0.97,0.0442,0.384805,-0.918608,0.078303
66754.0,0.11,-0.24,-1.05,0.044589,0.384818,-0.91858,0.078343
66765.0,0.21,-0.17,-1.04,0.044699,0.384992,-0.918465,0.07877
66774.0,0.11,-0.18,-1.01,0.044642,0.385645,-0.918118,0.079649
66785.0,0.13,-0.22,-1.02,0.04438,0.386855,-0.917543,0.080553
66794.0,0.15,-0.26,-1.04,0.044547,0.388032,-0.916983,0.081174
66805.0,0.12,-0.19,-1.02,0.045197,0.388979,-0.916544,0.081241
66815.0,0.19,-0.16,-0.99,0.04619,0.389934,-0.916136,0.080698
66825.0,0.17,-0.21,-1.03,0.047077,0.390845,-0.915762,0.080024
66834.0,0.2,-0.17,-1.02,0.047684,0.391749,-0.915394,0.079448
66844.0,0.2,-0.17,-1.01,0.048109,0.392565,-0.915079,0.07879
66855.0,0.21,-0.22,-1.02,0.048287,0.393377,-0.914778,0.078123
66864.0,0.19,-0.18,-0.98,0.048348,0.39424,-0.914459,0.077467
66875.0,0.19,-0.21,-0.97,0.04838,0.395043,-0.914161,0.076884
66884.0,0.19,-0.26,-1.02,0.048483,0.395859,-0.913817,0.076701
66895.0,0.14,-0.29,-0.97,0.048721,0.39681,-0.913369,0.076977
66904.0,0.19,-0.31,-0.94,0.048976,0.397966,-0.912821,0.077349
66915.0,0.15,-0.32,-0.88,0.04938,0.399589,-0.912065,0.077634
66925.0,0.13,-0.29,-0.87,0.049579,0.401594,-0.911181,0.077541
66934.0,0.15,-0.29,-0.87,0.049624,0.403515,-0.910376,0.077003
66945.0,0.16,-0.27,-0.89,0.049635,0.405347,-0.909645,0.076003
66954.0,0.19,-0.21,-0.9,0.049513,0.407341,-0.908868,0.074704
66965.0,0.17,-0.2,-0.94,0.049212,0.409538,-0.908017,0.07323
66975.0,0.15,-0.18,-0.96,0.048753,0.411987,-0.907052,0.071744
66984.0,0.16,-0.2,-0.97,0.048209,0.414511,-0.906037,0.070387
66995.0,0.15,-0.15,-0.96,0.047724,0.41705,-0.904988,0.069203
67004.0,0.13,-0.17,-0.96,0.047299,0.41974,-0.903839,0.068242
67015.0,0.14,-0.18,-0.94,0.046938,0.422652,-0.902548,0.067593
67024.0,0.13,-0.17,-0.97,0.046753,0.425812,-0.90112,0.066938
67035.0,0.13,-0.14,-0.95,0.046862,0.429132,-0.899619,0.06585
67044.0,0.12,-0.13,-0.96,0.047191,0.432472,-0.898099,0.064501
67055.0,0.13,-0.11,-0.95,0.047443,0.435715,-0.896583,0.063568
67064.0,0.14,-0.15,-0.95,0.04761,0.438931,-0.895039,0.063075
67075.0,0.13,-0.11,-0.93,0.04768,0.442325,-0.893389,0.062695
67084.0,0.14,-0.07,-0.97,0.047773,0.445887,-0.891673,0.06182
67095.0,0.13,-0.06,-0.96,0.047697,0.449575,-0.889883,0.060952
67104.0,0.13,0.02,-1.02,0.047358,0.453278,-0.888048,0.060553
67115.0,0.16,-0.03,-1.0,0.04701,0.456861,-0.886227,0.060583
67125.0,0.16,0.01,-0.97,0.046828,0.460229,-0.884476,0.060813
67134.0,0.12,-0.12,-0.94,0.046709,0.463405,-0.882817,0.060902
67145.0,0.08,-0.08,-0.92,0.046606,0.466309,-0.881297,0.060829
67154.0,0.06,-0.16,-0.89,0.046596,0.469057,-0.879864,0.060446
67164.0,0.07,-0.04,-0.92,0.046532,0.471912,-0.878396,0.059616
67175.0,0.09,0.02,-0.91,0.04642,0.475016,-0.876821,0.058226
67185.0,0.09,0.04,-0.92,0.046141,0.47828,-0.875162,0.056658
67195.0,0.12,0.07,-0.92,0.045604,0.481524,-0.873495,0.055338
67205.0,0.14,0.1,-0.93,0.045024,0.484666,-0.87186,0.054147
67215.0,0.1,0.08,-0.94,0.044226,0.487603,-0.870328,0.053068
67224.0,0.09,0.05,-1.0,0.043166,0.490429,-0.868837,0.05233
67235.0,0.06,0.03,-1.01,0.04199,0.493377,-0.867256,0.051792
67245.0,0.04,0.05,-1.04,0.040759,0.496552,-0.865537,0.051187
67254.0,0.03,0.09,-1.08,0.039629,0.499749,-0.863794,0.050406
67265.0,0.05,0.12,-1.08,0.038767,0.502789,-0.86212,0.049488
67274.0,0.08,0.1,-1.09,0.038157,0.505559,-0.860573,0.048665
67285.0,0.12,0.13,-1.03,0.037789,0.5081,-0.859127,0.048044
